ID,ha_tenido_CREDITO_DE_CONSUMO,ha_tenido_CREDITO_DE_MATERIALES,ha_tenido_CREDITO_AUTO,ha_tenido_TDC,tiene_cuenta_COBRANZA,tiene_cuenta_BANCO_XYZ,tiene_cuenta_OTRO_BANCO,tiene_cuenta_revolvente,tiene_saldo_vencido,tiempo_vida_crediticia,numero_mora_historico,numero_mora_leve,numero_mora_alta,numero_mora_irrecuperable,cuentas_revolventes_abiertas,cuentas_negativas_actuales,cuentas_claves_hist_negativa,numero_solic_ultimos_6meses,total_solicitudes_reporte,pct_limit_cred_utilizado_revol,geo_variable,mes,target
16054_2019,1,0,0,1,0,0,1,1,0,2147,6,0,0,0,7,0,2,2,5,37,0.562001276,2,0
16056_2019,0,0,1,1,0,0,1,1,0,2256,2,0,0,0,7,0,0,3,7,17,0.055772642,2,0
16058_2019,1,1,1,1,0,1,1,1,0,5055,30,0,0,0,16,0,1,12,46,6,0.110861983,2,0
16060_2019,0,0,0,1,0,0,1,1,0,4519,7,0,0,0,5,0,2,1,8,15,0.055189282,2,0
16062_2019,0,0,1,1,0,0,1,1,0,750,0,0,0,0,5,0,0,1,5,31,0.058826947,2,0
16067_2019,1,0,0,1,0,0,1,1,0,6665,18,0,0,0,0,0,0,0,0,0,0.054406616,2,0
16070_2019,1,0,1,1,0,0,1,1,0,1343,4,0,0,0,5,0,1,3,13,16,0.051960838,2,0
16071_2019,0,0,0,1,0,0,1,1,0,10590,5,0,0,0,6,0,1,5,15,64,0.05991045,2,0
16076_2019,1,1,1,1,0,0,1,1,0,6441,24,0,0,0,12,0,4,4,9,31,0.056942939,2,0
16078_2019,0,0,0,1,0,0,1,1,0,7356,4,0,0,0,7,0,2,1,7,14,0.266066142,2,0
16079_2019,1,0,1,1,0,0,1,1,0,4970,128,0,0,0,14,0,10,6,16,57,0.053949964,2,0
16084_2019,0,0,0,1,0,1,1,1,0,2190,0,0,0,0,5,0,0,2,6,5,0.05925022,2,0
16086_2019,0,0,0,1,0,1,1,1,0,6305,97,0,0,0,12,0,2,2,3,5,0.300140281,2,0
16088_2019,1,0,0,1,0,0,1,1,0,6603,10,0,0,0,12,0,5,11,14,30,0.05302481,2,0
1608_2019,1,0,0,1,0,0,1,1,0,6773,2,0,0,0,8,0,0,3,10,36,0.051960838,1,0
16090_2019,0,0,1,1,0,0,1,1,0,3775,0,0,0,0,9,0,1,3,6,5,0.051960838,2,0
16092_2019,1,0,0,1,0,0,1,1,0,4880,6,0,0,0,7,0,2,1,5,8,0.770719907,2,0
16093_2019,0,0,0,1,0,0,1,1,0,4937,0,0,0,0,14,0,0,2,10,8,0.060073344,2,0
16099_2019,0,0,0,1,0,0,1,1,0,3175,0,0,0,0,4,0,1,5,14,27,0.051960838,2,1
16101_2019,1,0,0,1,0,1,1,1,0,2917,0,0,0,0,13,0,1,21,38,13,0.509184306,2,1
16102_2019,1,0,0,1,0,0,1,1,0,4671,3,0,0,0,8,0,1,3,17,7,1,2,0
16109_2019,0,0,1,1,0,1,1,1,0,4581,6,0,0,0,19,0,5,3,14,16,0.099789092,2,0
1610_2019,0,0,1,1,0,0,1,1,0,3332,0,0,0,0,7,0,1,1,1,19,0.053312136,1,0
16114_2019,1,0,0,1,0,1,1,1,0,5702,4,0,0,0,13,0,1,6,12,13,0.057414903,2,0
16115_2019,1,1,1,1,0,0,1,1,0,2406,13,0,0,0,16,0,4,3,29,35,0.056291678,2,1
16116_2019,0,0,0,1,0,0,1,1,0,2251,0,0,0,0,9,0,0,10,51,23,0.059480805,2,0
16119_2019,0,1,0,1,0,0,1,1,0,4810,2,0,0,0,9,0,0,6,13,33,0.05433354,2,0
16121_2019,0,0,0,1,0,0,1,1,0,363,0,0,0,0,2,0,0,4,11,13,0.055018519,2,0
16126_2019,1,0,1,1,0,0,1,1,0,3230,5,0,0,0,9,0,3,10,43,49,0.054716648,2,0
16130_2019,0,1,0,1,0,0,1,1,0,6297,9,0,0,0,6,0,1,3,3,34,0.064158201,2,0
16131_2019,0,0,1,1,0,0,1,1,1,4604,0,0,0,0,6,1,1,1,5,54,0.073609002,2,0
16135_2019,0,0,0,1,0,0,1,1,0,9002,3,0,0,0,10,0,2,3,10,60,0.06586754,2,0
1613_2019,0,0,1,1,0,0,1,1,0,1308,5,0,0,0,3,0,1,1,3,53,0.086171076,1,0
16141_2019,1,0,0,1,0,0,1,1,0,4384,0,0,0,0,5,0,0,5,21,26,0.215065328,2,0
16148_2019,0,0,1,1,0,0,1,1,0,5590,197,0,0,0,19,0,10,1,9,20,0.091175576,2,0
16149_2019,0,0,0,1,0,0,1,1,0,671,0,0,0,0,1,0,0,1,5,50,0.052313457,2,0
1614_2019,0,0,0,1,0,0,1,1,0,2346,2,0,0,0,5,0,1,0,0,3,0.053494289,1,1
16150_2019,0,0,0,1,0,0,1,1,0,7084,0,0,0,0,7,0,0,3,13,18,0.057900849,2,0
16154_2019,0,1,1,1,0,0,1,1,0,5840,0,0,0,0,9,0,0,1,2,11,0.065689589,2,0
16155_2019,1,0,0,1,0,0,1,1,0,10049,0,0,0,0,18,0,1,3,22,7,0.056600879,2,0
16160_2019,1,1,0,1,0,0,1,1,0,9638,18,0,0,0,8,0,2,1,1,0,0.300140281,2,0
16161_2019,1,0,0,1,0,0,1,1,0,2741,2,0,0,0,13,0,1,3,5,53,0.053509765,2,0
16166_2019,1,0,0,1,0,0,1,1,0,3540,0,0,0,0,11,0,0,1,11,26,0.055382392,2,0
1616_2019,0,0,1,1,1,0,1,1,0,3715,4,0,0,0,4,0,3,1,17,45,0.075918178,1,0
16170_2019,0,1,1,1,0,0,1,1,0,5210,5,0,0,0,8,0,3,6,20,59,0.431070778,2,0
16171_2019,1,0,0,1,0,0,1,1,0,3326,9,0,0,0,13,0,5,2,17,19,0.619078892,2,0
16173_2019,0,0,1,1,0,0,1,1,0,6140,4,0,0,0,11,0,1,2,11,34,0.054819794,2,0
16175_2019,1,0,0,1,0,1,1,1,0,7056,4,0,0,0,8,0,2,7,22,18,0.063707743,2,0
16177_2019,0,1,0,1,0,0,1,1,0,3329,4,0,0,0,12,0,1,9,25,6,0.061007524,2,0
16182_2019,0,0,0,1,0,0,1,1,0,1391,2,0,0,0,6,0,0,2,5,1,0.431070778,2,0
16185_2019,1,0,1,1,0,1,1,1,0,4830,0,0,0,0,18,0,0,1,7,31,0.052866495,2,0
16186_2019,0,1,0,1,0,0,1,1,0,2255,4,0,0,0,4,0,2,5,19,1,0.060642233,2,0
16189_2019,0,0,1,1,0,1,1,1,0,3566,10,0,0,0,16,0,3,4,24,43,0.059268536,2,0
16190_2019,1,0,0,1,0,0,1,1,0,20850,2,0,0,0,9,0,1,8,33,7,0.052375151,2,0
16196_2019,1,0,1,1,0,0,1,1,0,3835,0,0,0,0,5,0,0,3,7,38,0.062501883,2,0
1619_2019,1,0,1,1,0,1,1,1,0,7756,14,0,0,0,26,0,8,13,65,16,0.056652649,1,0
16200_2019,0,0,1,1,0,0,1,1,1,9026,12,3,0,0,13,4,3,3,6,27,0.055892707,2,0
16201_2019,0,1,0,1,0,0,1,1,0,3887,2,0,0,0,3,0,2,4,17,31,0.053170143,2,0
16203_2019,0,0,0,1,0,0,1,1,1,3611,480,0,4,0,13,4,1,3,10,34,0.185795015,2,0
16206_2019,0,0,0,1,0,0,1,1,0,13578,2,0,0,0,16,0,2,4,19,7,0.060709378,2,0
16207_2019,0,0,1,1,0,0,1,1,0,3063,0,0,0,0,5,0,2,0,0,0,0.065689589,2,1
16208_2019,1,1,0,1,0,0,1,1,0,4744,0,0,0,0,3,0,0,1,17,26,0.051960838,2,0
1620_2019,0,1,0,1,0,0,1,1,0,5885,0,0,0,0,14,0,2,1,6,40,0.059105842,1,0
16213_2019,1,0,0,1,0,0,1,1,0,4290,2,0,0,0,8,0,2,4,11,1,0.05756297,2,1
16220_2019,0,0,0,1,0,0,1,1,0,3257,4,0,0,0,13,0,1,7,23,3,0.057813917,2,0
16221_2019,1,0,0,1,0,0,1,1,1,7248,99,0,1,0,6,1,1,4,9,17,0.059078,2,0
16225_2019,0,0,0,1,0,0,1,1,0,1482,0,0,0,0,6,0,0,3,15,52,0.055018519,2,0
16227_2019,0,0,0,1,0,0,1,1,0,3307,0,0,0,0,8,0,0,2,5,1,0.07018759,2,0
16228_2019,0,0,1,1,0,0,1,1,0,6657,0,0,0,0,5,0,0,6,10,14,0.052744155,2,0
16234_2019,0,0,1,1,0,0,1,1,1,5038,6,1,0,0,8,1,2,3,9,26,0.060642233,2,0
16239_2019,0,0,1,1,0,0,1,1,1,9256,7,0,1,0,13,1,4,1,5,37,0.069893677,2,0
16243_2019,0,0,0,1,0,0,1,1,0,2290,7,0,0,0,4,0,2,15,46,50,0.060642233,2,0
16245_2019,1,0,1,1,0,0,1,1,0,803,0,0,0,0,4,0,0,5,13,50,0.051960838,2,0
16246_2019,0,0,0,1,0,0,1,1,0,1176,2,0,0,0,10,0,0,6,12,12,0.053048525,2,0
16249_2019,0,0,0,1,0,0,1,1,0,2308,0,0,0,0,4,0,0,1,9,5,0.052981144,2,0
1624_2019,0,0,0,1,0,0,1,1,0,6925,6,0,0,0,11,0,2,6,26,43,0.064321605,1,1
16251_2019,1,0,1,1,0,0,1,1,0,1712,0,0,0,0,7,0,0,1,8,38,0.07018759,2,0
16253_2019,0,0,0,1,0,0,1,1,0,7726,0,0,0,0,6,0,0,2,12,19,0.059324306,2,0
16255_2019,1,0,1,1,0,0,1,1,0,2464,10,0,0,0,14,0,3,2,11,13,0.066227556,2,0
16256_2019,0,0,0,1,0,0,1,1,0,3972,0,0,0,0,15,0,0,1,4,6,0.060642233,2,0
16257_2019,1,0,0,1,0,0,1,1,0,1551,10,0,0,0,7,0,4,7,9,7,0.051960838,2,0
16259_2019,0,0,0,1,0,0,1,1,0,11110,4,0,0,0,15,0,0,12,24,9,0.052206342,2,0
16260_2019,0,0,0,1,0,0,1,1,0,4027,2,0,0,0,12,0,3,1,9,27,0.054524063,2,0
16263_2019,0,0,0,1,0,0,1,1,0,10862,2,0,0,0,10,0,1,5,18,6,0.053755752,2,0
16271_2019,0,0,0,1,0,0,1,1,0,1594,5,0,0,0,10,0,1,15,57,43,0.057081527,2,0
16272_2019,0,0,0,1,0,0,1,1,0,2054,0,0,0,0,7,0,0,3,5,6,0.058140983,2,0
16275_2019,1,0,0,1,0,0,1,1,1,3095,2,1,1,7,16,8,2,6,19,94,0.473298804,2,0
16279_2019,1,0,1,1,0,0,1,1,0,4979,2,0,0,0,9,0,0,3,6,14,0.055380505,2,0
16280_2019,0,0,1,1,0,0,1,1,0,6808,98,0,0,0,10,0,3,7,22,25,0.058958671,2,0
16281_2019,0,0,0,1,0,0,1,1,0,1238,2,0,0,0,7,0,0,7,15,42,0.052475329,2,0
16283_2019,1,1,0,1,0,0,1,1,0,2260,6,0,0,0,2,0,3,1,5,29,0.051960838,2,0
16284_2019,0,0,0,1,0,0,1,1,1,4623,96,0,1,0,21,1,1,8,22,13,0.300140281,2,0
16285_2019,0,0,1,1,0,0,1,1,0,10840,0,0,0,0,4,0,0,3,20,8,0.051960838,2,0
16287_2019,0,1,1,1,0,0,1,1,0,6644,0,0,0,0,5,0,0,1,9,25,0.057284589,2,0
16290_2019,1,0,1,1,0,0,1,1,0,2083,7,0,0,0,8,0,2,10,12,2,0.053659079,2,0
16291_2019,0,0,0,1,0,0,1,1,0,4778,2,0,0,0,8,0,1,3,16,79,0.05502216,2,0
16294_2019,0,0,1,1,0,0,1,1,0,5389,7,0,0,0,11,0,4,7,15,48,0.060642233,2,0
16302_2019,1,0,0,1,0,0,1,1,0,5323,0,0,0,0,12,0,0,7,43,9,0.053895925,2,0
16306_2019,0,0,0,1,0,0,1,1,0,2707,2,0,0,0,13,0,0,7,13,30,0.060635569,2,1
16311_2019,0,0,0,1,0,1,1,1,0,7215,2,0,0,0,7,0,0,3,10,9,0.473298804,2,0
16313_2019,1,1,1,1,0,0,1,1,0,2311,2,0,0,0,6,0,1,7,13,17,0.300140281,2,0
16314_2019,1,0,0,1,0,0,1,1,1,10441,9,0,0,1,7,1,4,3,9,78,0.055569151,2,0
16315_2019,0,0,0,1,0,0,1,1,0,7588,10,0,0,0,38,0,4,3,14,1,0.431070778,2,1
16319_2019,1,0,0,1,0,0,1,1,1,6869,12,0,0,0,11,1,1,3,6,18,0.053466221,2,0
16321_2019,1,1,0,1,0,0,1,1,0,2759,28,0,0,0,6,0,6,40,78,0,0.055081145,2,1
16322_2019,0,0,1,1,0,0,1,1,0,6654,10,0,0,0,12,0,3,1,8,22,0.12937615,2,0
16325_2019,0,0,1,1,0,0,1,1,0,3661,0,0,0,0,20,0,0,8,11,51,0.055184547,2,0
16329_2019,0,0,0,1,0,0,1,1,0,4243,4,0,0,0,7,0,1,5,15,42,0.053745606,2,0
16330_2019,0,0,0,1,0,0,1,1,0,1878,0,0,0,0,13,0,0,26,99,76,0.051960838,2,0
16331_2019,0,0,1,1,0,1,1,1,0,6328,2,0,0,0,11,0,1,6,20,15,0.059233511,2,0
16332_2019,0,0,0,1,0,0,1,1,0,3724,4,0,0,0,8,0,2,2,2,6,0.051960838,2,0
16335_2019,0,0,0,1,0,1,1,1,0,2849,0,0,0,0,19,0,0,10,22,47,0.051960838,2,0
16336_2019,0,0,1,1,0,0,1,1,0,11384,5,0,0,0,12,0,2,2,19,9,0.084513476,2,0
16339_2019,0,0,1,1,0,0,1,1,0,14854,0,0,0,0,12,0,0,11,15,8,0.064865104,2,0
16341_2019,1,0,0,1,0,0,1,1,0,2774,0,0,0,0,7,0,0,10,16,36,0.062511777,2,0
16349_2019,1,0,0,1,0,0,1,1,0,9406,4,0,0,0,12,0,1,11,35,82,0.066227556,2,0
1634_2019,1,0,0,1,0,0,1,1,0,4491,6,0,0,0,12,0,2,8,18,2,0.05370306,1,0
16353_2019,0,0,0,1,0,0,1,1,0,591,0,0,0,0,1,0,0,1,7,0,0.215065328,2,0
16354_2019,0,0,0,1,0,0,1,1,1,11829,0,0,3,0,12,3,0,1,2,36,0.055141096,2,0
16360_2019,0,0,0,1,0,0,1,1,0,4292,4,0,0,0,6,0,1,1,4,10,0.300140281,2,0
16361_2019,1,0,0,1,0,0,1,1,0,6739,0,0,0,0,7,0,0,6,19,59,0.215065328,2,0
16366_2019,0,0,0,1,0,0,1,1,0,969,0,0,0,0,2,0,0,1,6,26,0.062915407,2,0
1636_2019,0,0,0,1,1,0,1,1,1,4346,98,0,1,0,15,1,2,3,13,60,0.052674043,1,0
16370_2019,1,0,0,1,0,0,1,1,0,8790,9,0,0,0,13,0,2,3,13,25,0.084513476,2,0
16372_2019,1,1,1,1,0,0,1,1,0,2012,6,0,0,0,7,0,1,2,17,18,0.058900828,2,0
16375_2019,0,0,0,1,0,0,1,1,0,2978,4,0,0,0,3,0,2,1,8,22,0.064521616,2,0
16376_2019,0,0,0,1,0,0,1,1,1,5259,10,0,0,2,18,2,1,1,6,5,0.054749821,2,0
16377_2019,0,0,0,1,0,0,1,1,0,7120,4,0,0,0,7,0,2,2,2,7,0.064826326,2,0
16381_2019,0,0,1,1,0,0,1,1,0,6555,6,0,0,0,11,0,3,1,5,7,0.300140281,2,0
16383_2019,1,0,0,1,0,1,1,1,0,5857,2,0,0,0,25,0,1,5,24,15,0.06199098,2,0
16385_2019,1,0,0,1,0,0,1,1,0,1848,10,0,0,0,9,0,3,9,26,40,0.075795057,3,0
16387_2019,0,0,0,1,0,0,1,1,0,3001,2,0,0,0,4,0,1,3,6,37,0.055110153,2,0
1638_2019,1,0,1,1,0,0,1,1,1,2042,2,1,0,0,8,1,1,2,6,11,0.060172039,1,0
16390_2019,0,1,1,1,0,0,1,1,0,3956,2,0,0,0,11,0,2,7,7,50,0.051960838,2,0
16391_2019,1,0,0,1,0,1,1,1,1,4048,99,0,0,1,11,1,1,4,11,16,0.054573771,2,0
16393_2019,0,0,1,1,0,0,1,1,0,5881,2,0,0,0,22,0,2,0,1,16,0.051960838,2,0
16394_2019,1,1,1,1,0,0,1,1,1,2810,14,1,0,0,9,1,3,6,18,56,0.057621267,2,0
16396_2019,0,0,1,1,0,0,1,1,0,6161,6,0,0,0,11,0,3,3,9,14,0.06199098,2,0
16397_2019,0,0,0,1,0,1,1,1,0,3876,2,0,0,0,30,0,3,7,19,19,0.062715966,2,0
16399_2019,1,0,1,1,0,1,1,1,1,4182,9,0,0,0,14,1,3,5,11,69,0.053996539,2,0
1639_2019,1,1,0,1,0,0,1,1,0,5437,17,0,0,0,10,0,2,1,8,43,0.05228405,1,0
163_2019,0,0,0,1,0,0,1,1,0,9410,0,0,0,0,6,0,0,3,6,3,0.053213517,1,0
16401_2019,0,0,1,1,0,0,1,1,0,4763,2,0,0,0,8,0,2,4,5,18,0.062610374,2,0
16402_2019,1,0,0,1,0,1,1,1,0,5223,0,0,0,0,11,0,1,6,9,27,0.052573682,2,0
16405_2019,1,0,1,1,0,0,1,1,1,7111,2,1,0,0,23,1,2,26,34,26,0.056230998,2,0
16408_2019,1,1,0,1,0,0,1,1,1,4125,99,0,0,1,20,1,0,1,9,36,0.056741314,2,0
1640_2019,0,0,0,1,0,0,1,1,1,8347,0,1,0,0,12,1,0,5,21,40,0.054359482,1,0
16410_2019,1,0,1,1,0,0,1,1,1,3664,15,1,0,0,12,1,2,1,18,33,0.084045702,3,0
16411_2019,1,0,0,1,0,0,1,1,0,2136,14,0,0,0,16,0,3,1,5,34,0.051960838,2,0
16414_2019,0,0,0,1,0,0,1,1,1,4775,97,0,1,0,9,1,1,5,11,36,0.053250373,2,0
16418_2019,1,0,0,1,0,1,1,1,0,6686,10,0,0,0,21,0,3,3,12,36,0.05743988,2,0
16422_2019,1,0,1,1,0,0,1,1,1,5235,114,0,1,1,16,2,5,6,17,83,0.051960838,2,0
16424_2019,1,0,1,1,0,0,1,1,0,4995,0,0,0,0,18,0,0,7,19,28,0.093613645,2,0
16426_2019,1,1,1,1,0,0,1,1,0,5314,34,0,0,0,23,0,5,16,24,56,0.051960838,2,0
16429_2019,0,0,0,1,0,0,1,1,0,690,0,0,0,0,5,0,0,3,17,20,0.051960838,2,0
1642_2019,0,0,0,1,0,0,1,1,0,3334,0,0,0,0,3,0,0,6,15,0,0.055899904,1,0
16432_2019,1,1,1,1,0,0,1,1,0,9133,3,0,0,0,11,0,0,4,11,37,0.266066142,2,0
16435_2019,1,1,0,0,0,0,1,0,0,2835,24,0,0,0,1,0,7,5,9,0,0.062715966,3,0
16438_2019,1,0,0,1,0,0,1,1,0,4529,2,0,0,0,14,0,1,1,9,22,0.063894022,2,0
16439_2019,0,0,0,1,0,1,1,1,0,14946,0,0,0,0,28,0,1,1,6,4,0.058268622,2,0
1643_2019,0,0,1,1,0,0,1,1,0,7311,0,0,0,0,11,0,0,3,7,5,0.065802197,1,0
16450_2019,0,0,0,1,0,0,1,1,0,1281,0,0,0,0,3,0,0,3,5,24,0.054671621,2,0
16451_2019,1,1,0,1,0,0,1,1,0,4374,6,0,0,0,9,0,3,2,2,19,0.053381217,2,0
16455_2019,0,0,0,1,0,0,1,1,0,1435,0,0,0,0,4,0,0,5,6,12,0.054835978,2,0
16461_2019,0,1,0,1,0,0,1,1,0,4157,0,0,0,0,6,0,0,3,9,63,0.06210467,2,0
16464_2019,0,0,0,1,0,0,1,1,0,1774,0,0,0,0,2,0,0,1,5,0,0.05808912,2,0
16465_2019,1,0,0,1,0,0,1,1,0,16921,7,0,0,0,5,0,2,1,6,19,0.728557563,2,0
16468_2019,0,0,0,1,0,0,1,1,0,2961,15,0,0,0,14,0,5,6,14,51,0.05707421,2,0
16469_2019,0,0,0,1,0,0,1,1,0,1266,2,0,0,0,2,0,1,8,10,34,0.07513092,2,0
16470_2019,0,0,1,1,0,0,1,1,0,5163,0,0,0,0,18,0,0,3,10,15,0.300140281,2,0
16471_2019,0,0,0,1,0,0,1,1,0,12452,0,0,0,0,20,0,0,5,10,37,0.060642233,2,1
16473_2019,1,1,1,1,0,0,1,1,0,4406,2,0,0,0,0,0,0,0,0,0,0.051960838,2,0
16474_2019,1,0,1,1,0,1,1,1,0,4027,4,0,0,0,11,0,2,5,9,61,0.055565538,2,0
16479_2019,0,1,0,1,0,0,1,1,0,5591,2,0,0,0,5,0,1,7,15,16,0.055482362,2,0
16485_2019,1,0,0,1,0,0,1,1,0,1584,6,0,0,0,5,0,2,4,11,0,0.05808912,2,0
16486_2019,1,0,1,1,0,0,1,1,0,2999,10,0,0,0,5,0,2,2,4,33,0.058900828,2,0
16492_2019,1,0,1,1,0,0,1,1,0,4741,12,0,0,0,12,0,1,1,6,31,0.054346594,2,0
16495_2019,1,0,1,1,0,0,1,1,0,25223,5,0,0,0,17,0,2,9,23,21,0.067471817,2,1
16498_2019,1,1,0,1,0,0,1,1,0,4782,2,0,0,0,15,0,0,9,25,29,0.055954721,2,0
16501_2019,0,0,0,1,0,0,1,1,0,2161,0,0,0,0,6,0,0,4,14,36,0.056873476,2,0
16502_2019,1,0,0,1,0,0,1,1,0,4017,0,0,0,0,5,0,0,2,2,0,0.05754717,2,0
16504_2019,1,0,0,1,0,0,1,1,0,4034,0,0,0,0,6,0,1,2,2,0,0.059555703,3,0
16506_2019,0,0,1,1,0,1,1,1,0,6298,0,0,0,0,19,0,0,1,19,50,0.054976166,2,0
16507_2019,0,1,0,1,0,0,1,1,0,4604,7,0,0,0,9,0,4,3,7,34,0.05492939,2,0
16512_2019,0,0,0,1,0,1,1,1,0,9096,4,0,0,0,19,0,2,1,10,13,0.055682257,2,0
16513_2019,1,0,1,1,0,0,1,1,0,3507,4,0,0,0,13,0,3,4,11,39,0.052719661,2,0
16515_2019,0,0,0,1,0,0,1,1,0,2766,0,0,0,0,6,0,0,1,6,31,0.054585229,2,0
16517_2019,1,1,0,1,0,0,1,1,1,4960,6,0,0,1,15,1,2,9,16,30,0.18177149,2,0
1651_2019,1,0,1,1,0,0,1,1,0,1655,6,0,0,0,14,0,1,6,32,9,0.051960838,1,0
16523_2019,0,0,0,1,0,0,1,1,0,11060,0,0,0,0,6,0,2,3,7,2,0.054976166,2,0
16526_2019,1,0,1,1,0,1,1,1,0,13176,9,0,0,0,10,0,5,4,5,64,0.061359488,2,0
16529_2019,1,0,1,1,0,0,1,1,0,7793,0,0,0,0,19,0,1,7,24,36,0.054312898,2,0
1652_2019,1,0,1,1,0,0,1,1,0,4746,2,0,0,0,13,0,0,9,22,18,0.058069355,1,0
16534_2019,0,0,0,1,0,0,1,1,0,3572,2,0,0,0,12,0,2,1,3,42,0.473298804,2,0
16540_2019,1,0,1,1,0,0,1,1,0,7233,2,0,0,0,16,0,1,11,33,71,0.074162427,2,0
16541_2019,0,0,0,1,0,0,1,1,0,515,0,0,0,0,3,0,0,5,10,13,0.051960838,2,0
16542_2019,0,0,0,1,0,0,1,1,0,2476,3,0,0,0,7,0,2,10,32,13,0.056274146,2,0
16544_2019,0,0,0,1,0,0,1,1,0,7212,2,0,0,0,9,0,2,15,68,15,0.300140281,2,0
16547_2019,1,0,0,1,0,0,1,1,0,2603,0,0,0,0,9,0,0,3,5,46,0.051960838,2,0
16548_2019,1,1,0,1,0,1,1,1,0,5461,18,0,0,0,27,0,0,27,37,6,0.051960838,2,0
1654_2019,0,0,0,1,0,0,1,1,0,5064,0,0,0,0,5,0,0,6,24,32,0.05752067,1,0
16553_2019,1,0,1,1,0,0,1,1,0,2687,2,0,0,0,9,0,2,11,16,31,0.053369746,2,0
16555_2019,0,0,0,1,0,0,1,1,0,2019,4,0,0,0,6,0,2,1,7,14,0.092551053,2,0
16557_2019,1,0,1,1,0,0,1,1,0,5781,2,0,0,0,13,0,2,7,48,35,0.057990015,2,0
16559_2019,1,0,0,1,0,0,1,1,1,5184,9,0,0,0,10,1,3,6,29,51,0.066009627,2,0
1655_2019,0,0,1,1,0,0,1,1,0,1141,4,0,0,0,8,0,0,2,25,27,0.055673237,1,0
16563_2019,1,0,1,1,0,0,1,1,0,2832,5,0,0,0,8,0,3,9,41,21,0.054716648,2,0
16564_2019,0,0,1,1,0,0,1,1,0,4114,0,0,0,0,7,0,0,3,13,92,0.266066142,2,0
16568_2019,0,0,0,1,0,0,1,1,0,10776,3,0,0,0,12,0,1,5,38,4,0.051960838,2,0
1656_2019,1,0,0,1,0,0,1,1,0,6983,14,0,0,0,10,0,6,5,24,36,0.059127747,1,1
16574_2019,1,1,1,1,0,0,1,1,1,4382,11,0,0,0,6,1,3,4,13,45,0.051960838,2,0
16578_2019,1,0,0,1,0,0,1,1,0,5368,9,0,0,0,15,0,2,1,29,27,0.058140983,2,0
1657_2019,0,0,0,1,0,0,1,1,0,5121,0,0,0,0,9,0,0,1,1,10,0.074944889,1,0
16580_2019,1,0,0,1,0,1,1,1,0,3804,0,0,0,0,10,0,0,1,2,1,0.052243234,2,0
16582_2019,0,1,1,1,0,0,1,1,0,6148,8,0,0,0,21,0,4,8,33,13,1,2,0
16584_2019,0,0,0,1,1,0,1,1,1,6983,4,0,0,0,8,1,1,3,13,22,0.055145315,2,0
16585_2019,1,0,0,1,0,0,1,1,1,4861,9,1,0,0,22,1,6,1,12,77,0.053895925,2,0
16588_2019,1,0,0,1,0,0,1,1,0,8842,4,0,0,0,9,0,1,4,8,8,0.058251978,2,0
1658_2019,0,0,1,1,0,0,1,1,1,7589,7,0,0,1,10,1,2,3,9,50,0.058788014,1,0
16590_2019,1,0,1,1,0,0,1,1,0,10626,2,0,0,0,14,0,0,3,7,3,0.052676681,2,0
16593_2019,0,0,1,1,1,0,1,1,0,5559,4,0,0,0,6,0,0,7,21,39,1,2,0
16594_2019,1,0,1,1,0,0,1,1,0,2059,4,0,0,0,9,0,2,12,39,25,0.052872108,2,0
16597_2019,0,0,0,1,0,0,1,1,0,3941,0,0,0,0,3,0,0,3,3,44,0.069743691,2,0
16599_2019,1,0,0,1,0,0,1,1,0,1841,6,0,0,0,11,0,2,1,16,68,0.300140281,2,0
1659_2019,0,0,0,1,0,0,1,1,0,331,0,0,0,0,1,0,0,10,22,86,0.057988905,1,0
16603_2019,0,0,0,1,0,0,1,1,0,9401,0,0,0,0,3,0,0,1,1,4,0.063084008,2,0
16607_2019,0,0,0,1,0,0,1,1,0,5785,0,0,0,0,14,0,1,9,24,17,0.080636124,2,0
16608_2019,0,0,1,1,0,0,1,1,1,2341,5,1,0,0,6,1,2,5,22,33,0.051960838,2,0
16616_2019,0,0,0,1,0,0,1,1,0,2633,8,0,0,0,5,0,2,1,13,12,0.054913623,2,0
16620_2019,1,0,0,1,0,0,1,1,0,5622,4,0,0,0,14,0,0,3,25,24,0.059258138,2,0
16622_2019,0,0,0,1,0,0,1,1,0,3405,0,0,0,0,8,0,0,5,21,9,0.060052147,2,0
16625_2019,0,1,1,1,0,1,1,1,0,4236,2,0,0,0,22,0,1,1,18,35,0.091951382,2,0
16626_2019,1,0,0,1,0,0,1,1,0,2265,4,0,0,0,8,0,1,11,25,12,0.215065328,2,1
16629_2019,0,0,1,1,0,0,1,1,0,2587,7,0,0,0,8,0,2,3,21,69,0.055255935,2,0
16632_2019,1,1,1,1,0,0,1,1,0,11265,30,0,0,0,16,0,3,7,18,15,0.056230998,2,0
16636_2019,1,0,0,1,0,0,1,1,0,6007,0,0,0,0,6,0,0,8,20,55,0.051960838,2,0
16639_2019,0,0,0,1,0,0,1,1,0,10588,0,0,0,0,4,0,0,0,0,0,0.058799786,2,0
16643_2019,1,0,1,1,0,0,1,1,0,6301,4,0,0,0,10,0,2,1,7,28,0.097950078,2,0
16645_2019,1,0,0,1,0,0,1,1,0,3377,0,0,0,0,3,0,0,1,4,0,0.051960838,2,0
1664_2019,1,0,0,1,0,0,1,1,1,2891,8,1,0,0,7,1,4,6,14,4,0.770719907,1,0
